task,ppt,SYNSscene,SYNSView,categorySelected,categoryLabelSelected
Semantic,9,1,3,6,Car Park /\n Commercial
Semantic,9,47,11,1,Nature
Semantic,9,58,5,1,Nature
Semantic,9,79,15,3,Residence
Semantic,9,4,1,1,Nature
Semantic,9,20,1,1,Nature
Semantic,9,11,3,2,Road
Semantic,9,35,15,6,Car Park /\n Commercial
Semantic,9,18,9,6,Car Park /\n Commercial
Semantic,9,6,17,1,Nature
Semantic,9,43,9,1,Nature
Semantic,9,50,7,3,Residence
Semantic,9,71,7,1,Nature
Semantic,9,37,1,5,Beach
Semantic,9,65,17,3,Residence
Semantic,9,15,5,1,Nature
Semantic,9,70,3,6,Car Park /\n Commercial
Semantic,9,23,15,1,Nature
Semantic,9,30,7,4,Farm
Semantic,9,57,3,4,Farm
Semantic,9,42,9,3,Residence
Semantic,9,3,13,6,Car Park /\n Commercial
Semantic,9,32,11,1,Nature
Semantic,9,66,11,1,Nature
Semantic,9,6,5,1,Nature
Semantic,9,74,11,4,Farm
Semantic,9,30,5,4,Farm
Semantic,9,65,5,3,Residence
Semantic,9,70,11,6,Car Park /\n Commercial
Semantic,9,54,13,6,Car Park /\n Commercial
Semantic,9,10,13,1,Nature
Semantic,9,76,3,3,Residence
Semantic,9,15,13,1,Nature
Semantic,9,27,17,6,Car Park /\n Commercial
Semantic,9,5,3,1,Nature
Semantic,9,17,15,6,Car Park /\n Commercial
Semantic,9,18,13,6,Car Park /\n Commercial
Semantic,9,9,9,3,Residence
Semantic,9,80,7,1,Nature
Semantic,9,1,15,6,Car Park /\n Commercial
Semantic,9,64,11,1,Nature
Semantic,9,40,9,3,Residence
Semantic,9,60,13,3,Residence
Semantic,9,30,3,4,Farm
Semantic,9,49,9,1,Nature
Semantic,9,53,3,5,Beach
Semantic,9,61,15,1,Nature
Semantic,9,60,1,3,Residence
Semantic,9,70,1,6,Car Park /\n Commercial
Semantic,9,19,9,1,Nature
Semantic,9,18,3,6,Car Park /\n Commercial
Semantic,9,38,3,3,Residence
Semantic,9,2,17,3,Residence
Semantic,9,24,13,4,Farm
Semantic,9,34,1,5,Beach
Semantic,9,43,11,1,Nature
Semantic,9,50,1,1,Nature
Semantic,9,18,1,3,Residence
Semantic,9,63,7,2,Road
Semantic,9,28,5,2,Road
Semantic,9,56,17,3,Residence
Semantic,9,65,11,3,Residence
Semantic,9,28,11,1,Nature
Semantic,9,3,3,6,Car Park /\n Commercial
Semantic,9,48,9,3,Residence
Semantic,9,61,7,1,Nature
Semantic,9,12,11,3,Residence
Semantic,9,71,15,1,Nature
Semantic,9,31,9,4,Farm
Semantic,9,41,17,3,Residence
Semantic,9,51,1,1,Nature
Semantic,9,57,17,4,Farm
Semantic,9,72,13,1,Nature
Semantic,9,65,15,3,Residence
Semantic,9,51,15,1,Nature
Semantic,9,63,5,2,Road
Semantic,9,67,17,2,Road
Semantic,9,72,17,1,Nature
Semantic,9,49,1,1,Nature
Semantic,9,76,13,3,Residence
Semantic,9,72,9,1,Nature
Semantic,9,80,5,1,Nature
Semantic,9,49,15,1,Nature
Semantic,9,32,13,1,Nature
Semantic,9,77,7,1,Nature
Semantic,9,38,15,3,Residence
Semantic,9,46,15,1,Nature
Semantic,9,29,5,2,Road
Semantic,9,7,13,3,Residence
Semantic,9,69,13,6,Car Park /\n Commercial
Semantic,9,37,17,5,Beach
Semantic,9,25,3,4,Farm
Semantic,9,48,17,6,Car Park /\n Commercial
Semantic,9,80,1,1,Nature
Semantic,9,39,7,3,Residence
Semantic,9,36,5,6,Car Park /\n Commercial
Semantic,9,9,5,3,Residence
Semantic,9,75,3,5,Beach
Semantic,9,29,13,3,Residence
Semantic,9,58,17,1,Nature
Semantic,9,28,17,2,Road
Semantic,9,74,13,4,Farm
Semantic,9,80,11,1,Nature
Semantic,9,1,17,3,Residence
Semantic,9,23,5,1,Nature
Semantic,9,25,11,1,Nature
Semantic,9,34,17,1,Nature
Semantic,9,39,3,3,Residence
Semantic,9,63,15,1,Nature
Semantic,9,19,11,1,Nature
Semantic,9,7,7,3,Residence
Semantic,9,15,17,1,Nature
Semantic,9,47,3,1,Nature
Semantic,9,22,11,1,Nature
Semantic,9,8,17,5,Beach
Semantic,9,67,13,3,Residence
Semantic,9,26,1,1,Nature
Semantic,9,57,9,6,Car Park /\n Commercial
Semantic,9,4,13,1,Nature
Semantic,9,64,3,2,Road
Semantic,9,50,5,1,Nature
Semantic,9,8,9,5,Beach
Semantic,9,16,5,1,Nature
Semantic,9,48,11,3,Residence
Semantic,9,5,13,1,Nature
Semantic,9,45,3,1,Nature
Semantic,9,65,13,3,Residence
Semantic,9,20,9,1,Nature
Semantic,9,53,7,5,Beach
Semantic,9,49,13,1,Nature
Semantic,9,6,13,1,Nature
Semantic,9,39,11,3,Residence
Semantic,9,37,13,5,Beach
Semantic,9,56,13,6,Car Park /\n Commercial
Semantic,9,57,15,4,Farm
Semantic,9,64,9,1,Nature
Semantic,9,67,7,6,Car Park /\n Commercial
Semantic,9,78,1,1,Nature
Semantic,9,39,13,3,Residence
Semantic,9,71,11,4,Farm
Semantic,9,65,9,3,Residence
Semantic,9,73,3,4,Farm
Semantic,9,44,3,1,Nature
Semantic,9,71,5,1,Nature
Semantic,9,8,7,1,Nature
Semantic,9,2,15,3,Residence
Semantic,9,33,13,1,Nature
Semantic,9,66,3,5,Beach
Semantic,9,59,1,6,Car Park /\n Commercial
Semantic,9,78,7,1,Nature
Semantic,9,55,1,6,Car Park /\n Commercial
Semantic,9,53,5,5,Beach
Semantic,9,80,15,1,Nature
Semantic,9,9,11,5,Beach
Semantic,9,33,5,1,Nature
Semantic,9,27,7,2,Road
Semantic,9,9,17,5,Beach
Semantic,9,48,13,3,Residence
Semantic,9,58,1,1,Nature
Semantic,9,22,5,1,Nature
Semantic,9,28,1,2,Road
Semantic,9,75,15,5,Beach
Semantic,9,75,13,5,Beach
Semantic,9,26,5,1,Nature
Semantic,9,62,9,3,Residence
Semantic,9,40,5,3,Residence
Semantic,9,75,5,5,Beach
Semantic,9,36,7,6,Car Park /\n Commercial
Semantic,9,59,3,2,Road
Semantic,9,62,11,5,Beach
Semantic,9,57,11,3,Residence
Semantic,9,30,1,4,Farm
Semantic,9,14,7,6,Car Park /\n Commercial
Semantic,9,59,9,6,Car Park /\n Commercial
Semantic,9,8,13,5,Beach
Semantic,9,72,1,1,Nature
Semantic,9,58,3,1,Nature
Semantic,9,35,11,6,Car Park /\n Commercial
Semantic,9,59,15,6,Car Park /\n Commercial
Semantic,9,56,5,6,Car Park /\n Commercial
Semantic,9,43,1,1,Nature
Semantic,9,42,15,6,Car Park /\n Commercial
Semantic,9,34,9,5,Beach
Semantic,9,4,3,1,Nature
Semantic,9,48,7,3,Residence
Semantic,9,7,11,3,Residence
Semantic,9,14,15,3,Residence
Semantic,9,25,13,3,Residence
Semantic,9,18,15,6,Car Park /\n Commercial
Semantic,9,44,9,1,Nature
Semantic,9,41,11,6,Car Park /\n Commercial
Semantic,9,38,13,3,Residence
Semantic,9,63,13,1,Nature
Semantic,9,41,7,6,Car Park /\n Commercial
Semantic,9,63,17,6,Car Park /\n Commercial
Semantic,9,79,13,3,Residence
Semantic,9,70,7,6,Car Park /\n Commercial
Semantic,9,51,3,1,Nature
Semantic,9,22,15,1,Nature
Semantic,9,79,9,3,Residence
Semantic,9,29,15,2,Road
Semantic,9,4,15,1,Nature
Semantic,9,8,3,5,Beach
Semantic,9,66,5,5,Beach
Semantic,9,23,7,1,Nature
Semantic,9,60,15,3,Residence
Semantic,9,3,1,6,Car Park /\n Commercial
Semantic,9,11,1,1,Nature
Semantic,9,25,7,4,Farm
Semantic,9,19,17,1,Nature
Semantic,9,31,5,4,Farm
Semantic,9,9,3,1,Nature
Semantic,9,73,7,4,Farm
Semantic,9,47,7,1,Nature
Semantic,9,60,17,3,Residence
Semantic,9,50,15,3,Residence
Semantic,9,2,5,3,Residence
Semantic,9,53,15,5,Beach
Semantic,9,21,7,2,Road
Semantic,9,77,1,1,Nature
Semantic,9,38,17,3,Residence
Semantic,9,80,9,1,Nature
Semantic,9,45,5,1,Nature
Semantic,9,37,7,5,Beach
Semantic,9,49,11,1,Nature
Semantic,9,42,5,6,Car Park /\n Commercial
Semantic,9,24,15,4,Farm
Semantic,9,53,11,5,Beach
Semantic,9,54,3,4,Farm
Semantic,9,76,11,3,Residence
Semantic,9,32,9,1,Nature
Semantic,9,79,1,3,Residence
Semantic,9,54,1,4,Farm
Semantic,9,5,5,1,Nature
Semantic,9,17,5,6,Car Park /\n Commercial
Semantic,9,55,5,6,Car Park /\n Commercial
Semantic,9,40,3,3,Residence
Semantic,9,4,17,1,Nature
Semantic,9,45,13,1,Nature
Semantic,9,25,1,4,Farm
Semantic,9,58,9,1,Nature
Semantic,9,37,15,3,Residence
Semantic,9,9,7,3,Residence
Semantic,9,78,11,1,Nature
Semantic,9,3,7,6,Car Park /\n Commercial
Semantic,9,26,9,1,Nature
Semantic,9,65,3,3,Residence
Semantic,9,78,17,1,Nature
Semantic,9,27,1,6,Car Park /\n Commercial
Semantic,9,45,1,1,Nature
Semantic,9,16,7,1,Nature
Semantic,9,77,15,1,Nature
Semantic,9,19,3,1,Nature
Semantic,9,14,5,6,Car Park /\n Commercial
Semantic,9,49,17,1,Nature
Semantic,9,38,5,3,Residence
Semantic,9,46,17,1,Nature
Semantic,9,56,7,6,Car Park /\n Commercial
Semantic,9,37,5,5,Beach
Semantic,9,19,7,1,Nature
Semantic,9,10,11,1,Nature
Semantic,9,76,15,3,Residence
Semantic,9,11,13,2,Road
Semantic,9,20,11,1,Nature
Semantic,9,25,5,4,Farm
Semantic,9,7,9,2,Road
Semantic,9,11,11,2,Road
Semantic,9,35,7,6,Car Park /\n Commercial
Semantic,9,7,3,6,Car Park /\n Commercial
Semantic,9,51,5,1,Nature
Semantic,9,62,7,3,Residence
Semantic,9,73,15,2,Road
Semantic,9,14,9,6,Car Park /\n Commercial
Semantic,9,80,3,1,Nature
Semantic,9,2,11,2,Road
Semantic,9,54,11,4,Farm
Semantic,9,40,11,3,Residence
Semantic,9,28,13,1,Nature
Semantic,9,36,3,2,Road
Semantic,9,40,17,6,Car Park /\n Commercial
Semantic,9,6,1,1,Nature
Semantic,9,77,13,1,Nature
Semantic,9,23,9,1,Nature
Semantic,9,43,7,1,Nature
Semantic,9,49,3,1,Nature
Semantic,9,31,17,4,Farm
Semantic,9,71,17,1,Nature
Semantic,9,62,13,5,Beach
Semantic,9,28,3,2,Road
Semantic,9,40,13,3,Residence
Semantic,9,63,9,2,Road
Semantic,9,64,1,3,Residence
Semantic,9,20,7,1,Nature
Semantic,9,35,13,3,Residence
Semantic,9,53,13,5,Beach
Semantic,9,51,11,1,Nature
Semantic,9,64,13,1,Nature
Semantic,9,52,13,1,Nature
Semantic,9,77,5,1,Nature
Semantic,9,33,1,1,Nature
Semantic,9,21,1,3,Residence
Semantic,9,12,5,6,Car Park /\n Commercial
Semantic,9,8,1,5,Beach
Semantic,9,23,11,1,Nature
Semantic,9,74,5,4,Farm
Semantic,9,80,17,1,Nature
Semantic,9,22,7,1,Nature
Semantic,9,46,7,1,Nature
Semantic,9,55,3,6,Car Park /\n Commercial
Semantic,9,80,13,1,Nature
Semantic,9,3,15,6,Car Park /\n Commercial
Semantic,9,40,15,3,Residence
Semantic,9,30,15,4,Farm
Semantic,9,43,15,1,Nature
Semantic,9,2,3,3,Residence
Semantic,9,32,3,1,Nature
Semantic,9,50,13,3,Residence
Semantic,9,60,11,1,Nature
Semantic,9,55,7,1,Nature
Semantic,9,79,17,3,Residence
Semantic,9,28,9,1,Nature
Semantic,9,46,11,1,Nature
Semantic,9,30,13,4,Farm
Semantic,9,16,9,1,Nature
Semantic,9,24,9,4,Farm
Semantic,9,10,1,4,Farm
Semantic,9,20,17,1,Nature
Semantic,9,34,11,1,Nature
Semantic,9,14,13,3,Residence
Semantic,9,74,15,4,Farm
Semantic,9,33,7,1,Nature
Semantic,9,30,17,4,Farm
Semantic,9,25,17,4,Farm
Semantic,9,43,5,1,Nature
Semantic,9,35,17,6,Car Park /\n Commercial
Semantic,9,45,7,1,Nature
Semantic,9,29,11,3,Residence
Semantic,9,52,9,1,Nature
Semantic,9,44,17,1,Nature
Semantic,9,35,9,6,Car Park /\n Commercial
Semantic,9,24,7,4,Farm
Semantic,9,20,15,1,Nature
Semantic,9,17,11,6,Car Park /\n Commercial
Semantic,9,47,15,1,Nature
Semantic,9,32,7,1,Nature
Semantic,9,46,5,1,Nature
Semantic,9,3,17,6,Car Park /\n Commercial
Semantic,9,67,5,2,Road
Semantic,9,34,5,5,Beach
Semantic,9,44,7,1,Nature
Semantic,9,36,13,2,Road
Semantic,9,1,9,6,Car Park /\n Commercial
Semantic,9,17,7,6,Car Park /\n Commercial
Semantic,9,69,11,3,Residence
Semantic,9,26,3,1,Nature
Semantic,9,36,17,3,Residence
Semantic,9,62,5,3,Residence
Semantic,9,13,5,6,Car Park /\n Commercial
Semantic,9,35,3,6,Car Park /\n Commercial
Semantic,9,55,15,6,Car Park /\n Commercial
Semantic,9,13,15,1,Nature
Semantic,9,2,1,2,Road
Semantic,9,2,7,3,Residence
Semantic,9,47,9,1,Nature
Semantic,9,4,9,1,Nature
Semantic,9,7,17,3,Residence
Semantic,9,6,7,1,Nature
Semantic,9,6,3,1,Nature
Semantic,9,59,7,6,Car Park /\n Commercial
Semantic,9,41,9,6,Car Park /\n Commercial
Semantic,9,7,5,6,Car Park /\n Commercial
Semantic,9,39,5,3,Residence
Semantic,9,76,17,3,Residence
Semantic,9,69,5,6,Car Park /\n Commercial
Semantic,9,47,17,1,Nature
Semantic,9,46,9,1,Nature
Semantic,9,77,3,1,Nature
Semantic,9,51,7,1,Nature
Semantic,9,18,5,6,Car Park /\n Commercial
Semantic,9,68,13,6,Car Park /\n Commercial
Semantic,9,64,17,3,Residence
Semantic,9,67,9,6,Car Park /\n Commercial
Semantic,9,44,13,1,Nature
Semantic,9,13,13,1,Nature
Semantic,9,41,3,3,Residence
Semantic,9,73,13,4,Farm
Semantic,9,41,5,6,Car Park /\n Commercial
Semantic,9,36,11,2,Road
Semantic,9,11,17,1,Nature
Semantic,9,79,7,3,Residence
Semantic,9,63,11,2,Road
Semantic,9,33,15,1,Nature
Semantic,9,33,9,1,Nature
Semantic,9,48,3,2,Road
Semantic,9,57,5,4,Farm
Semantic,9,3,11,6,Car Park /\n Commercial
Semantic,9,27,5,6,Car Park /\n Commercial
Semantic,9,73,1,4,Farm
Semantic,9,68,11,6,Car Park /\n Commercial
Semantic,9,75,1,5,Beach
Semantic,9,43,13,1,Nature
Semantic,9,37,11,5,Beach
Semantic,9,30,11,4,Farm
Semantic,9,12,15,2,Road
Semantic,9,66,9,1,Nature
Semantic,9,70,5,6,Car Park /\n Commercial
Semantic,9,28,15,1,Nature
Semantic,9,76,1,3,Residence
Semantic,9,43,3,1,Nature
Semantic,9,38,11,1,Nature
Semantic,9,79,5,3,Residence
Semantic,9,78,13,1,Nature
Semantic,9,59,5,6,Car Park /\n Commercial
Semantic,9,77,11,1,Nature
Semantic,9,17,3,6,Car Park /\n Commercial
Semantic,9,62,17,5,Beach
Semantic,9,44,15,1,Nature
Semantic,9,23,3,1,Nature
Semantic,9,22,3,1,Nature
Semantic,9,69,3,1,Nature
Semantic,9,74,3,3,Residence
Semantic,9,61,5,1,Nature
Semantic,9,5,11,1,Nature
Semantic,9,50,11,1,Nature
Semantic,9,70,13,2,Road
Semantic,9,17,17,6,Car Park /\n Commercial
Semantic,9,72,5,1,Nature
Semantic,9,32,5,1,Nature
Semantic,9,12,9,1,Nature
Semantic,9,70,17,6,Car Park /\n Commercial
Semantic,9,33,3,1,Nature
Semantic,9,29,17,3,Residence
Semantic,9,73,5,2,Road
Semantic,9,72,11,1,Nature
Semantic,9,55,13,6,Car Park /\n Commercial
Semantic,9,12,13,1,Nature
Semantic,9,60,3,3,Residence
Semantic,9,68,15,6,Car Park /\n Commercial
Semantic,9,25,9,4,Farm
Semantic,9,45,11,1,Nature
Semantic,9,51,9,1,Nature
Semantic,9,31,11,4,Farm
Semantic,9,41,13,2,Road
Semantic,9,66,1,5,Beach
Semantic,9,26,13,1,Nature
Semantic,9,19,5,1,Nature
Semantic,9,15,7,1,Nature
Semantic,9,61,17,1,Nature
Semantic,9,1,5,6,Car Park /\n Commercial
Semantic,9,18,7,6,Car Park /\n Commercial
Semantic,9,6,9,1,Nature
Semantic,9,42,13,3,Residence
Semantic,9,42,3,3,Residence
Semantic,9,20,3,1,Nature
Semantic,9,33,11,1,Nature
Semantic,9,56,3,6,Car Park /\n Commercial
Semantic,9,34,13,1,Nature
Semantic,9,21,17,3,Residence
Semantic,9,71,13,1,Nature
Semantic,9,58,13,1,Nature
Semantic,9,36,1,3,Residence
Semantic,9,52,3,2,Road
Semantic,9,42,1,6,Car Park /\n Commercial
Semantic,9,19,13,1,Nature
Semantic,9,52,15,1,Nature
Semantic,9,66,17,5,Beach
Semantic,9,63,3,2,Road
Semantic,9,13,1,1,Nature
Semantic,9,10,9,1,Nature
Semantic,9,35,5,2,Road
Semantic,9,24,17,4,Farm
Semantic,9,4,11,1,Nature
Semantic,9,34,3,5,Beach
Semantic,9,4,5,1,Nature
Semantic,9,53,17,5,Beach
Semantic,9,16,1,1,Nature
Semantic,9,14,1,2,Road
Semantic,9,46,1,1,Nature
Semantic,9,16,17,1,Nature
Semantic,9,27,13,3,Residence
Semantic,9,12,3,2,Road
Semantic,9,56,1,6,Car Park /\n Commercial
Semantic,9,20,5,1,Nature
Semantic,9,21,9,3,Residence
Semantic,9,18,11,6,Car Park /\n Commercial
Semantic,9,2,13,3,Residence
Semantic,9,72,7,1,Nature
Semantic,9,73,11,4,Farm
Semantic,9,34,15,1,Nature
Semantic,9,19,1,1,Nature
Semantic,9,64,7,1,Nature
Semantic,9,74,7,4,Farm
Semantic,9,10,17,1,Nature
Semantic,9,32,17,1,Nature
Semantic,9,36,9,2,Road
Semantic,9,13,3,2,Road
Semantic,9,57,13,4,Farm
Semantic,9,68,5,6,Car Park /\n Commercial
Semantic,9,55,11,6,Car Park /\n Commercial
Semantic,9,10,3,4,Farm
Semantic,9,54,7,4,Farm
Semantic,9,21,13,3,Residence
Semantic,9,29,1,3,Residence
Semantic,9,16,13,1,Nature
Semantic,9,60,5,2,Road
Semantic,9,31,13,4,Farm
Semantic,9,69,7,2,Road
Semantic,9,22,9,2,Road
Semantic,9,64,5,1,Nature
Semantic,9,59,11,6,Car Park /\n Commercial
Semantic,9,11,5,2,Road
Semantic,9,27,11,3,Residence
Semantic,9,61,1,1,Nature
Semantic,9,10,7,1,Nature
Semantic,9,51,17,1,Nature
Semantic,9,6,11,1,Nature
Semantic,9,75,17,5,Beach
Semantic,9,8,5,5,Beach
Semantic,9,26,11,1,Nature
Semantic,9,73,17,4,Farm
Semantic,9,67,11,6,Car Park /\n Commercial
Semantic,9,61,13,1,Nature
Semantic,9,55,9,6,Car Park /\n Commercial
Semantic,9,12,17,6,Car Park /\n Commercial
Semantic,9,47,5,1,Nature
Semantic,9,46,13,1,Nature
Semantic,9,53,1,5,Beach
Semantic,9,8,11,5,Beach
Semantic,9,31,1,4,Farm
Semantic,9,73,9,4,Farm
Semantic,9,75,7,5,Beach
Semantic,9,9,13,5,Beach
Semantic,9,75,9,5,Beach
Semantic,9,9,1,5,Beach
Semantic,9,26,17,1,Nature
Semantic,9,37,3,5,Beach
Semantic,9,69,1,6,Car Park /\n Commercial
Semantic,9,54,15,4,Farm
Semantic,9,11,7,2,Road
Semantic,9,67,15,2,Road
Semantic,9,41,15,3,Residence
Semantic,9,39,9,3,Residence
Semantic,9,22,13,1,Nature
Semantic,9,15,9,1,Nature
Semantic,9,77,17,1,Nature
Semantic,9,5,15,1,Nature
Semantic,9,67,3,3,Residence
Semantic,9,58,11,1,Nature
Semantic,9,39,1,1,Nature
Semantic,10,3,1,6,Car Park /\n Commercial
Semantic,10,2,17,3,Residence
Semantic,10,68,17,6,Car Park /\n Commercial
Semantic,10,1,9,6,Car Park /\n Commercial
Semantic,10,67,17,2,Road
Semantic,10,42,9,1,Nature
Semantic,10,79,13,3,Residence
Semantic,10,5,9,1,Nature
Semantic,10,64,7,1,Nature
Semantic,10,37,17,1,Nature
Semantic,10,14,11,6,Car Park /\n Commercial
Semantic,10,52,5,1,Nature
Semantic,10,22,15,1,Nature
Semantic,10,78,9,1,Nature
Semantic,10,64,1,3,Residence
Semantic,10,63,9,2,Road
Semantic,10,24,7,4,Farm
Semantic,10,29,5,1,Nature
Semantic,10,20,3,1,Nature
Semantic,10,44,1,1,Nature
Semantic,10,10,17,1,Nature
Semantic,10,38,17,3,Residence
Semantic,10,67,13,3,Residence
Semantic,10,20,7,1,Nature
Semantic,10,42,11,6,Car Park /\n Commercial
Semantic,10,77,9,1,Nature
Semantic,10,40,13,3,Residence
Semantic,10,5,11,1,Nature
Semantic,10,65,13,3,Residence
Semantic,10,22,17,1,Nature
Semantic,10,46,9,1,Nature
Semantic,10,1,17,6,Car Park /\n Commercial
Semantic,10,4,17,1,Nature
Semantic,10,78,7,1,Nature
Semantic,10,42,5,6,Car Park /\n Commercial
Semantic,10,74,5,4,Farm
Semantic,10,75,13,5,Beach
Semantic,10,21,5,3,Residence
Semantic,10,15,7,1,Nature
Semantic,10,44,13,1,Nature
Semantic,10,13,17,6,Car Park /\n Commercial
Semantic,10,73,7,6,Car Park /\n Commercial
Semantic,10,42,17,6,Car Park /\n Commercial
Semantic,10,37,13,3,Residence
Semantic,10,69,7,6,Car Park /\n Commercial
Semantic,10,13,3,6,Car Park /\n Commercial
Semantic,10,44,15,1,Nature
Semantic,10,29,15,1,Nature
Semantic,10,20,13,1,Nature
Semantic,10,77,17,1,Nature
Semantic,10,18,17,6,Car Park /\n Commercial
Semantic,10,8,7,5,Beach
Semantic,10,80,7,1,Nature
Semantic,10,56,11,6,Car Park /\n Commercial
Semantic,10,25,17,4,Farm
Semantic,10,25,11,1,Nature
Semantic,10,38,9,1,Nature
Semantic,10,38,7,3,Residence
Semantic,10,74,3,4,Farm
Semantic,10,69,5,2,Road
Semantic,10,6,17,1,Nature
Semantic,10,55,1,6,Car Park /\n Commercial
Semantic,10,71,11,3,Residence
Semantic,10,29,3,3,Residence
Semantic,10,20,15,1,Nature
Semantic,10,12,9,6,Car Park /\n Commercial
Semantic,10,47,15,1,Nature
Semantic,10,19,15,1,Nature
Semantic,10,37,9,5,Beach
Semantic,10,5,1,5,Beach
Semantic,10,41,11,6,Car Park /\n Commercial
Semantic,10,54,7,6,Car Park /\n Commercial
Semantic,10,67,3,3,Residence
Semantic,10,68,9,6,Car Park /\n Commercial
Semantic,10,43,5,1,Nature
Semantic,10,32,11,1,Nature
Semantic,10,35,15,6,Car Park /\n Commercial
Semantic,10,3,15,6,Car Park /\n Commercial
Semantic,10,13,15,6,Car Park /\n Commercial
Semantic,10,22,9,1,Nature
Semantic,10,51,5,1,Nature
Semantic,10,39,7,3,Residence
Semantic,10,23,15,1,Nature
Semantic,10,26,17,1,Nature
Semantic,10,55,17,6,Car Park /\n Commercial
Semantic,10,52,13,1,Nature
Semantic,10,80,3,1,Nature
Semantic,10,54,5,6,Car Park /\n Commercial
Semantic,10,64,17,3,Residence
Semantic,10,67,5,2,Road
Semantic,10,21,13,3,Residence
Semantic,10,66,1,5,Beach
Semantic,10,70,11,6,Car Park /\n Commercial
Semantic,10,7,15,6,Car Park /\n Commercial
Semantic,10,11,3,3,Residence
Semantic,10,3,11,6,Car Park /\n Commercial
Semantic,10,63,3,2,Road
Semantic,10,75,1,5,Beach
Semantic,10,42,15,6,Car Park /\n Commercial
Semantic,10,15,3,1,Nature
Semantic,10,50,15,1,Nature
Semantic,10,15,5,1,Nature
Semantic,10,54,11,6,Car Park /\n Commercial
Semantic,10,18,13,6,Car Park /\n Commercial
Semantic,10,49,9,1,Nature
Semantic,10,42,3,6,Car Park /\n Commercial
Semantic,10,60,5,3,Residence
Semantic,10,29,7,2,Road
Semantic,10,53,15,5,Beach
Semantic,10,60,11,3,Residence
Semantic,10,24,3,4,Farm
Semantic,10,28,15,2,Road
Semantic,10,25,13,3,Residence
Semantic,10,27,17,6,Car Park /\n Commercial
Semantic,10,22,7,1,Nature
Semantic,10,74,7,4,Farm
Semantic,10,16,11,1,Nature
Semantic,10,26,11,1,Nature
Semantic,10,28,3,2,Road
Semantic,10,35,5,6,Car Park /\n Commercial
Semantic,10,47,11,1,Nature
Semantic,10,23,5,1,Nature
Semantic,10,41,5,6,Car Park /\n Commercial
Semantic,10,26,1,1,Nature
Semantic,10,25,5,4,Farm
Semantic,10,17,1,6,Car Park /\n Commercial
Semantic,10,34,13,1,Nature
Semantic,10,2,11,2,Road
Semantic,10,28,13,6,Car Park /\n Commercial
Semantic,10,19,7,1,Nature
Semantic,10,7,3,6,Car Park /\n Commercial
Semantic,10,56,17,3,Residence
Semantic,10,61,1,1,Nature
Semantic,10,59,1,6,Car Park /\n Commercial
Semantic,10,57,9,6,Car Park /\n Commercial
Semantic,10,10,1,4,Farm
Semantic,10,41,3,6,Car Park /\n Commercial
Semantic,10,66,11,1,Nature
Semantic,10,6,9,1,Nature
Semantic,10,19,1,1,Nature
Semantic,10,68,3,6,Car Park /\n Commercial
Semantic,10,68,7,6,Car Park /\n Commercial
Semantic,10,71,13,1,Nature
Semantic,10,3,5,6,Car Park /\n Commercial
Semantic,10,48,1,6,Car Park /\n Commercial
Semantic,10,33,3,1,Nature
Semantic,10,60,1,3,Residence
Semantic,10,76,7,3,Residence
Semantic,10,40,9,3,Residence
Semantic,10,9,11,1,Nature
Semantic,10,28,7,2,Road
Semantic,10,23,17,4,Farm
Semantic,10,14,9,6,Car Park /\n Commercial
Semantic,10,19,3,1,Nature
Semantic,10,15,9,1,Nature
Semantic,10,62,13,5,Beach
Semantic,10,58,9,1,Nature
Semantic,10,55,9,6,Car Park /\n Commercial
Semantic,10,5,13,1,Nature
Semantic,10,38,11,3,Residence
Semantic,10,74,11,4,Farm
Semantic,10,51,7,1,Nature
Semantic,10,30,7,6,Car Park /\n Commercial
Semantic,10,59,5,6,Car Park /\n Commercial
Semantic,10,18,11,6,Car Park /\n Commercial
Semantic,10,2,7,3,Residence
Semantic,10,29,11,3,Residence
Semantic,10,4,15,1,Nature
Semantic,10,65,1,3,Residence
Semantic,10,38,5,3,Residence
Semantic,10,27,5,6,Car Park /\n Commercial
Semantic,10,41,1,6,Car Park /\n Commercial
Semantic,10,48,7,6,Car Park /\n Commercial
Semantic,10,32,5,1,Nature
Semantic,10,6,7,1,Nature
Semantic,10,21,9,2,Road
Semantic,10,40,3,3,Residence
Semantic,10,12,3,6,Car Park /\n Commercial
Semantic,10,56,13,6,Car Park /\n Commercial
Semantic,10,52,9,1,Nature
Semantic,10,39,15,3,Residence
Semantic,10,40,15,3,Residence
Semantic,10,60,3,3,Residence
Semantic,10,66,7,1,Nature
Semantic,10,19,17,1,Nature
Semantic,10,17,13,6,Car Park /\n Commercial
Semantic,10,31,3,6,Car Park /\n Commercial
Semantic,10,43,17,1,Nature
Semantic,10,18,3,6,Car Park /\n Commercial
Semantic,10,23,9,1,Nature
Semantic,10,59,17,6,Car Park /\n Commercial
Semantic,10,75,7,5,Beach
Semantic,10,14,3,6,Car Park /\n Commercial
Semantic,10,27,11,6,Car Park /\n Commercial
Semantic,10,14,13,6,Car Park /\n Commercial
Semantic,10,45,13,1,Nature
Semantic,10,40,11,3,Residence
Semantic,10,17,5,6,Car Park /\n Commercial
Semantic,10,30,1,6,Car Park /\n Commercial
Semantic,10,44,3,1,Nature
Semantic,10,52,17,1,Nature
Semantic,10,43,15,1,Nature
Semantic,10,63,17,2,Road
Semantic,10,60,17,2,Road
